"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Spdef",4.66420568396307e-19,0.469359840823952,0.177,0.038,8.13390829226319e-15,"Bpifa2+","Spdef"
"P4hb1",1.41663954257602e-18,0.359224233104699,0.481,0.177,2.47047769829832e-14,"Bpifa2+","P4hb"
"Krtcap2",5.750842172708e-18,0.259928294402338,0.665,0.27,1.00288936649855e-13,"Bpifa2+","Krtcap2"
"5330417C22Rik",1.5324359919983e-17,0.263017810656741,0.215,0.054,2.67241512644583e-13,"Bpifa2+","5330417C22Rik"
"Cd164",1.56448669235558e-17,0.605885261952482,0.43,0.159,2.72830834279889e-13,"Bpifa2+","Cd164"
"Nupr11",1.68941257112236e-17,1.62383539577934,0.905,0.476,2.94616658278029e-13,"Bpifa2+","Nupr1"
"Edem1",5.0852843479794e-17,0.304977257598013,0.19,0.045,8.86822737444128e-13,"Bpifa2+","Edem1"
"Sec62",1.41473586858501e-16,0.260959275744994,0.519,0.203,2.4671578812254e-12,"Bpifa2+","Sec62"
"Rrbp11",5.18680451600757e-15,0.426928079182447,0.538,0.228,9.04526839546561e-11,"Bpifa2+","Rrbp1"
"Copb2",6.49220644757581e-15,0.258337271032834,0.297,0.098,1.13217588239275e-10,"Bpifa2+","Copb2"
"Tmed2",1.2153472912017e-14,0.263110641817037,0.608,0.259,2.11944414112664e-10,"Bpifa2+","Tmed2"
"Tmbim4",1.30824195927229e-14,0.251002022698844,0.443,0.173,2.28144315277495e-10,"Bpifa2+","Tmbim4"
"Yipf6",6.58739118994921e-14,0.271008320486154,0.247,0.078,1.14877514961524e-09,"Bpifa2+","Yipf6"
"Atp2a31",1.99055392088049e-13,0.380679273156502,0.329,0.123,3.47132698262349e-09,"Bpifa2+","Atp2a3"
"Cpd1",1.34078523925443e-12,0.29814739358397,0.348,0.136,2.3381953787358e-08,"Bpifa2+","Cpd"
"Lman1l",2.08320850308379e-12,0.578398714202365,0.196,0.062,3.63290730852782e-08,"Bpifa2+","Lman1l"
"Mia3",8.08149106358072e-12,0.258128824324746,0.209,0.067,1.40933122657784e-07,"Bpifa2+","Mia3"
"Tgoln1",1.0499226229779e-10,0.48398806880265,0.285,0.114,1.83096006221116e-06,"Bpifa2+","Tgoln1"
"Tm9sf2",1.2731075655456e-10,0.289761668432351,0.203,0.069,2.22017228355498e-06,"Bpifa2+","Tm9sf2"
"Slc12a8",5.99155069270389e-10,0.307270732101961,0.114,0.029,1.04486652530063e-05,"Bpifa2+","Slc12a8"
"Crlf1",1.05726598364286e-09,0.283424649548471,0.158,0.05,1.84376614887478e-05,"Bpifa2+","Crlf1"
"Rnf128",4.85970629977958e-09,0.318424190676306,0.101,0.026,8.4748418161856e-05,"Bpifa2+","Rnf128"
"Acly",1.35038826099413e-08,0.286918200382311,0.19,0.07,0.000235494208834766,"Bpifa2+","Acly"
"Gne1",1.1263776172239e-07,0.371253538602095,0.234,0.103,0.00196428992667675,"Bpifa2+","Gne"
"Ergic1",1.20155909974989e-06,0.345605159626262,0.133,0.049,0.0209539891405383,"Bpifa2+","Ergic1"
"Smgc",9.23142149140154e-186,0.834641327247712,0.962,0.555,1.60986759388552e-181,"Smgc+","Smgc"
"Fabp5",2.70374780287204e-79,1.26116719005237,0.421,0.147,4.71506579342855e-75,"Smgc+","Fabp5"
"Rps4x",1.7682349181931e-76,0.859968845948679,0.895,0.796,3.08362487383695e-72,"Smgc+","Rps4x"
"Rplp1",8.87116927783705e-75,0.971046293430718,0.925,0.869,1.547043210362e-70,"Smgc+","Rplp1"
"Rplp0",2.25706919554799e-66,0.754016030590945,0.899,0.818,3.93610297011614e-62,"Smgc+","Rplp0"
"Eef1a1",3.80160255030202e-64,0.717921913249699,0.918,0.88,6.6296146874717e-60,"Smgc+","Eef1a1"
"Phyh",1.69906067167991e-63,0.947086394095005,0.553,0.264,2.96299190534259e-59,"Smgc+","Phyh"
"Rpl12",2.16018471570711e-61,0.961840973290747,0.748,0.565,3.76714612572164e-57,"Smgc+","Rpl12"
"Mif",4.77034170040923e-59,0.956680070761933,0.698,0.428,8.31899889134366e-55,"Smgc+","Mif"
"Rpl23",4.22350050133896e-57,0.740812331919483,0.87,0.776,7.36536252428501e-53,"Smgc+","Rpl23"
"Naca",1.06683639450083e-55,0.78830374171798,0.771,0.609,1.86045598837e-51,"Smgc+","Naca"
"Rps3",1.48831772783453e-54,0.697783577676202,0.86,0.765,2.59547728557064e-50,"Smgc+","Rps3"
"Rps3a3",1.57399275698192e-54,0.718455137128193,0.851,0.745,2.74488596890078e-50,"Smgc+","Rps3a3"
"Rps8",6.10051581021097e-54,0.741691472613773,0.862,0.733,1.06386895214269e-49,"Smgc+","Rps8"
"Rpl32",9.37732148188301e-54,0.742985093424909,0.893,0.821,1.63531109322558e-49,"Smgc+","Rpl32"
"Rack1",9.50016578557495e-49,0.837179836320486,0.696,0.537,1.65673391134642e-44,"Smgc+","Rack1"
"Rpl8",6.60776033639293e-48,0.595946939269678,0.859,0.767,1.15232732506356e-43,"Smgc+","Rpl8"
"Rps24",9.32619204350447e-48,0.635530350238769,0.853,0.756,1.62639463046674e-43,"Smgc+","Rps24"
"Rpl13",2.76383292757031e-46,0.635392616295483,0.866,0.734,4.81984824238986e-42,"Smgc+","Rpl13"
"Tesc1",5.5608662727572e-45,0.702506444746935,0.683,0.46,9.69759469306128e-41,"Smgc+","Tesc"
"Rps20",3.74284793705936e-43,0.710245196253869,0.786,0.671,6.52715251743782e-39,"Smgc+","Rps20"
"Rpl28",9.06553998828389e-42,0.702433886373122,0.763,0.645,1.58093951855683e-37,"Smgc+","Rpl28"
"Tpt1",7.39170772000607e-40,0.588438541991081,0.891,0.879,1.28903990929186e-35,"Smgc+","Tpt1"
"Calm1",5.54244356165496e-39,0.752472066755596,0.667,0.499,9.66546732717008e-35,"Smgc+","Calm1"
"Rpl19",4.34663438559973e-34,0.537162395190691,0.847,0.769,7.58009570504736e-30,"Smgc+","Rpl19"
"A630073D07Rik1",2.43257828734659e-33,0.863022887981115,0.476,0.278,4.24217327530373e-29,"Smgc+","A630073D07Rik"
"Rps5",3.75189215608284e-33,0.519132647720804,0.847,0.75,6.54292473099287e-29,"Smgc+","Rps5"
"Rpl9",4.27442251271194e-33,0.524209363173136,0.849,0.761,7.45416541991836e-29,"Smgc+","Rpl9"
"Krt181",1.43306722671382e-32,0.337401478808247,0.761,0.549,2.49912593666623e-28,"Smgc+","Krt18"
"Rpsa",1.28057612302938e-31,0.585887419893381,0.761,0.667,2.23319670095094e-27,"Smgc+","Rpsa"
"Rpl3",2.65034505373882e-31,0.558983848920379,0.79,0.684,4.62193673921513e-27,"Smgc+","Rpl3"
"Rps9",1.97750312606526e-27,0.473869951614642,0.828,0.747,3.44856770154521e-23,"Smgc+","Rps9"
"Rps7",8.96708703123624e-27,0.561731050194532,0.732,0.616,1.56377030737729e-22,"Smgc+","Rps7"
"Rps26",1.07078364072568e-26,0.592799291688844,0.654,0.515,1.86733959106152e-22,"Smgc+","Rps26"
"Eef1b2",1.50806512115274e-26,0.688771021085608,0.553,0.404,2.62991476477826e-22,"Smgc+","Eef1b2"
"Rpl11",1.51128652108453e-26,0.493775418471793,0.788,0.69,2.63553256411931e-22,"Smgc+","Rpl11"
"Rpl10a",2.37053027359574e-26,0.56041421416359,0.715,0.592,4.13396774412361e-22,"Smgc+","Rpl10a"
"Rps12",1.3308770774624e-25,0.647550724654997,0.679,0.572,2.32091653538669e-21,"Smgc+","Rps12"
"Aqp51",1.67746454230382e-25,0.663431242525339,0.39,0.222,2.92533041532364e-21,"Smgc+","Aqp5"
"Rpl7",1.99147303414778e-25,0.538653114397895,0.698,0.57,3.47292982425032e-21,"Smgc+","Rpl7"
"Rpl21",2.41349257241022e-25,0.612922755004993,0.648,0.523,4.20888969702619e-21,"Smgc+","Rpl21"
"S100a16",2.89171950780972e-24,0.749057129819561,0.277,0.137,5.04286964966938e-20,"Smgc+","S100a16"
"Rps16",2.9885676668995e-24,0.518983434720565,0.763,0.673,5.21176315430603e-20,"Smgc+","Rps16"
"Gm10260",1.09782324039445e-23,0.742715614586916,0.438,0.29,1.91449394892388e-19,"Smgc+","Gm10260"
"Rpl10",1.19294966162952e-23,0.456411225638954,0.851,0.809,2.08038491491573e-19,"Smgc+","Rpl10"
"Gpr179",5.07198410720535e-23,0.615864619872852,0.107,0.03,8.8450330845554e-19,"Smgc+","Gpr179"
"Rps27a",2.91941729094916e-22,0.436349100559486,0.799,0.72,5.09117181368624e-18,"Smgc+","Rps27a"
"Rpl7a",4.96024682227825e-22,0.609633520818591,0.62,0.527,8.65017443337103e-18,"Smgc+","Rpl7a"
"Rpl18a",1.63368079965152e-21,0.421936780280472,0.816,0.774,2.84897594651228e-17,"Smgc+","Rpl18a"
"Rpl22",2.03625023364017e-21,0.61328409403928,0.583,0.472,3.55101678244509e-17,"Smgc+","Rpl22"
"Npm1",9.13371090472771e-21,0.598270853737158,0.522,0.393,1.59282784467547e-16,"Smgc+","Npm1"
"Rpl6",1.59986180477188e-20,0.520953899339069,0.728,0.652,2.78999900134168e-16,"Smgc+","Rpl6"
"Rps14",6.30808888435224e-20,0.389604530572258,0.859,0.8,1.10006762054219e-15,"Smgc+","Rps14"
"Rps11",2.37220651470642e-16,0.368063906972778,0.759,0.687,4.13689094099653e-12,"Smgc+","Rps11"
"Rps10",6.53375651108056e-16,0.506983282950978,0.606,0.538,1.13942179796734e-11,"Smgc+","Rps10"
"Gm15772",1.92836229427661e-15,0.504950740538187,0.662,0.583,3.36287100498898e-11,"Smgc+","Gm15772"
"Rpl35a",5.14304532703873e-15,0.426090317666029,0.706,0.615,8.96895674582285e-11,"Smgc+","Rpl35a"
"Btf3",6.04927211775079e-15,0.45817620616538,0.553,0.438,1.05493256461456e-10,"Smgc+","Btf3"
"Rpl18",1.59061181311779e-13,0.383903375077672,0.662,0.577,2.77386794089611e-09,"Smgc+","Rpl18"
"Rps13",3.20479390309237e-13,0.372340912541566,0.663,0.619,5.58884008760278e-09,"Smgc+","Rps13"
"Rpl30",1.00688182787337e-12,0.480150378556625,0.539,0.459,1.75590121962837e-08,"Smgc+","Rpl30"
"Rpl17",1.37419832320872e-12,0.435000560439676,0.69,0.596,2.39646445584369e-08,"Smgc+","Rpl17"
"Eef2",3.33860290669558e-12,0.416958572303693,0.616,0.553,5.82218960898643e-08,"Smgc+","Eef2"
"Dynll1",4.56946609522038e-12,0.403170954255417,0.484,0.374,7.96869192345482e-08,"Smgc+","Dynll1"
"Rps15a-ps8",5.17741814713603e-11,0.504208186215605,0.185,0.103,9.02889950679052e-07,"Smgc+","Rps15a-ps8"
"Rpl36a",6.55018964917833e-11,0.491430340369918,0.556,0.482,1.14228757292021e-06,"Smgc+","Rpl36a"
"Rps2",1.69162479546426e-10,0.360913858735374,0.686,0.654,2.95002448081013e-06,"Smgc+","Rps2"
"Rps18",2.14883412273598e-10,0.438514274618385,0.669,0.601,3.74735182663928e-06,"Smgc+","Rps18"
"Rps15a",2.15165734164419e-10,0.315428706746196,0.669,0.588,3.7522752380933e-06,"Smgc+","Rps15a"
"Fbp2",2.57550218202999e-10,0.522358139658589,0.111,0.051,4.49141825524211e-06,"Smgc+","Fbp2"
"Rexo2",5.81530767491178e-10,0.597544674656513,0.283,0.199,1.01413150542787e-05,"Smgc+","Rexo2"
"Rpl34",2.01566466134002e-09,0.386239717075548,0.574,0.523,3.51511760291086e-05,"Smgc+","Rpl34"
"Rps19",2.26445775557961e-09,0.352130333272796,0.679,0.618,3.94898787995529e-05,"Smgc+","Rps19"
"Rps27l",2.62915048660841e-09,0.405925910986882,0.532,0.466,4.5849755335964e-05,"Smgc+","Rps27l"
"Rpl35",3.95592530896981e-09,0.449199556299746,0.587,0.52,6.89873814631246e-05,"Smgc+","Rpl35"
"Eif5a",4.39763939211849e-09,0.415099273486102,0.511,0.462,7.66904333591543e-05,"Smgc+","Eif5a"
"Rpl38",5.41825834448418e-09,0.40693068623652,0.577,0.514,9.44890072694596e-05,"Smgc+","Rpl38"
"Rpl4",1.65729772258646e-08,0.350635241875166,0.604,0.548,0.000289016149841852,"Smgc+","Rpl4"
"Gstt3",2.59380056641256e-08,0.539926586629144,0.14,0.078,0.000452332880776686,"Smgc+","Gstt3"
"Anxa1",3.49916952903883e-08,0.402911817085996,0.27,0.185,0.000610220174169082,"Smgc+","Anxa1"
"Asrgl1",6.84031007230324e-08,0.49493531908703,0.105,0.053,0.00119288167350896,"Smgc+","Asrgl1"
"Rpl39",8.60772432604033e-08,0.301603081975202,0.627,0.559,0.00150110104521817,"Smgc+","Rpl39"
"Tubb4b",1.04219360558005e-07,0.541426724433596,0.268,0.196,0.00181748142877105,"Smgc+","Tubb4b"
"Gm15500",2.08576079059939e-07,0.409688099933235,0.119,0.064,0.00363735824272628,"Smgc+","Gm15500"
"Sec61b",2.69429692115799e-07,0.385577741205728,0.514,0.477,0.00469858440080742,"Smgc+","Sec61b"
"Bckdk",2.8061810068471e-07,0.540472941876646,0.189,0.125,0.00489369905784065,"Smgc+","Bckdk"
"Kitl",5.00443497751519e-07,0.449804444701165,0.149,0.09,0.00872723415728874,"Smgc+","Kitl"
"Fxyd31",6.08125428381783e-07,0.400207204238412,0.358,0.28,0.0106050993455499,"Smgc+","Fxyd3"
"Eif3h",6.95738328276141e-07,0.475464951046361,0.388,0.337,0.0121329807068076,"Smgc+","Eif3h"
"Rpl41",7.12460927040999e-07,0.316439094543917,0.836,0.786,0.012424606106668,"Smgc+","Rpl41"
"Ppp1r14b",1.4112340772312e-06,0.384529027324492,0.21,0.143,0.0246105110728349,"Smgc+","Ppp1r14b"
"Rpl14",1.45695816555249e-06,0.298626237436448,0.692,0.651,0.0254078934490698,"Smgc+","Rpl14"
"Gm12888",1.50005049360515e-06,0.383816989020209,0.105,0.056,0.0261593805579803,"Smgc+","Gm12888"
"Gm87971",0,1.73268799842715,0.69,0.064,0,"Smgc+ (Egr1+)","Gm8797"
"Rpl14-ps1",1.36184345261126e-298,1.38994270834119,0.54,0.047,2.37491879700877e-294,"Smgc+ (Egr1+)","Rpl14-ps1"
"Peg3",3.26306884781108e-280,1.00545524680214,0.27,0.01,5.69046576369774e-276,"Smgc+ (Egr1+)","Peg3"
"Cdkn1c",3.50463330695121e-273,1.27082612387397,0.353,0.02,6.11173002399221e-269,"Smgc+ (Egr1+)","Cdkn1c"
"Adra2a",3.92565309301029e-269,0.498225311013596,0.117,0,6.84594642890065e-265,"Smgc+ (Egr1+)","Adra2a"
"Dcdc2a",5.66935039458619e-250,1.1315421347158,0.34,0.021,9.88678015311885e-246,"Smgc+ (Egr1+)","Dcdc2a"
"Slc12a2",1.39478765427908e-236,1.79314210324769,0.877,0.196,2.43237019029729e-232,"Smgc+ (Egr1+)","Slc12a2"
"Gm8730",2.75074707749022e-194,1.34551595743297,0.613,0.099,4.79702782843519e-190,"Smgc+ (Egr1+)","Gm8730"
"Gstt1",1.11128590483114e-190,1.2789242558631,0.482,0.061,1.93797148943502e-186,"Smgc+ (Egr1+)","Gstt1"
"Fbp1",1.3614144019674e-181,0.865592840636123,0.233,0.013,2.37417057559094e-177,"Smgc+ (Egr1+)","Fbp1"
"Hspa1b",2.15717107653938e-176,1.49879245358778,0.816,0.21,3.76189064037702e-172,"Smgc+ (Egr1+)","Hspa1b"
"Smgc1",5.87253446899054e-174,1.98904525321964,0.994,0.561,1.02411128604726e-169,"Smgc+ (Egr1+)","Smgc"
"Fxyd32",4.13836019343167e-172,1.50988825790994,0.88,0.267,7.21688634132549e-168,"Smgc+ (Egr1+)","Fxyd3"
"Rtn4",1.22146566558738e-169,1.51256569953663,0.653,0.134,2.13011397421783e-165,"Smgc+ (Egr1+)","Rtn4"
"Phyh1",5.703281364591e-164,1.51476364214053,0.856,0.26,9.94595237171025e-160,"Smgc+ (Egr1+)","Phyh"
"Erdr1",8.3066266041405e-151,1.14658045639558,0.466,0.071,1.44859261349606e-146,"Smgc+ (Egr1+)","Erdr1"
"Hist1h1c",9.09976961419419e-146,1.66107233852638,0.534,0.1,1.58690882301932e-141,"Smgc+ (Egr1+)","Hist1h1c"
"Egr1",3.36459459835236e-144,1.55766282921384,0.733,0.199,5.86751652006668e-140,"Smgc+ (Egr1+)","Egr1"
"Rpl23a",1.14012133826767e-141,1.14796105933442,0.982,0.381,1.98825760180498e-137,"Smgc+ (Egr1+)","Rpl23a"
"Btg21",2.27200691944725e-139,1.64399605942602,0.862,0.33,3.96215286682406e-135,"Smgc+ (Egr1+)","Btg2"
"Gm5860",3.43856248360643e-138,0.570478993556661,0.141,0.006,5.99650911516125e-134,"Smgc+ (Egr1+)","Gm5860"
"Cldn31",1.54951787476156e-133,1.34495885058284,0.65,0.16,2.70220422179668e-129,"Smgc+ (Egr1+)","Cldn3"
"Edn1",6.92833166775196e-132,1.20215405310152,0.371,0.052,1.20823175953926e-127,"Smgc+ (Egr1+)","Edn1"
"Rpl411",6.7018220663974e-131,1.0603884245132,0.997,0.782,1.16873075015904e-126,"Smgc+ (Egr1+)","Rpl41"
"Rpl36",8.77683099344016e-130,1.12732975953691,0.975,0.533,1.53059155694603e-125,"Smgc+ (Egr1+)","Rpl36"
"Rps15",9.76623356746334e-130,1.16356680587807,0.957,0.471,1.70313347182993e-125,"Smgc+ (Egr1+)","Rps15"
"Anxa11",1.81068352943885e-129,1.13749468051309,0.699,0.174,3.15765100698841e-125,"Smgc+ (Egr1+)","Anxa1"
"Btg1",2.05136080800433e-129,1.13735356609466,0.874,0.295,3.57736811307875e-125,"Smgc+ (Egr1+)","Btg1"
"Cldn103",9.5310513597684e-129,1.26149004953739,0.739,0.22,1.66212004663001e-124,"Smgc+ (Egr1+)","Cldn10"
"Prlr",1.13911879552821e-128,1.12260865698555,0.405,0.064,1.98650926752165e-124,"Smgc+ (Egr1+)","Prlr"
"Hspb8",4.76536802213731e-128,1.25054495776066,0.383,0.057,8.31032529380526e-124,"Smgc+ (Egr1+)","Hspb8"
"Hsp90aa11",6.94791933272359e-126,1.41144279811245,0.868,0.355,1.21164765243367e-121,"Smgc+ (Egr1+)","Hsp90aa1"
"Fos1",5.95812245032886e-125,1.57420386428839,0.856,0.343,1.03903697411285e-120,"Smgc+ (Egr1+)","Fos"
"Txnip",1.36764363307526e-124,1.721945125585,0.669,0.194,2.38503373171994e-120,"Smgc+ (Egr1+)","Txnip"
"Ank2",3.63169158155854e-120,0.891609228608406,0.273,0.03,6.33330694907994e-116,"Smgc+ (Egr1+)","Ank2"
"Rps261",1.93297143257269e-119,1.08770407975788,0.954,0.509,3.37090888126352e-115,"Smgc+ (Egr1+)","Rps26"
"Enc1",2.26585090527499e-119,1.12161429408312,0.328,0.044,3.95141739370905e-115,"Smgc+ (Egr1+)","Enc1"
"Cd24a1",1.65149304808866e-118,1.2130145942842,0.837,0.305,2.88003872656182e-114,"Smgc+ (Egr1+)","Cd24a"
"Abcc3",5.80904283903641e-118,0.735418436804,0.184,0.013,1.01303898069956e-113,"Smgc+ (Egr1+)","Abcc3"
"Rpl27",6.41790991744243e-117,1.07355304015247,0.893,0.344,1.11921931050279e-112,"Smgc+ (Egr1+)","Rpl27"
"Hspa1a",7.33576190191699e-117,1.27335164890897,0.831,0.309,1.2792835180753e-112,"Smgc+ (Egr1+)","Hspa1a"
"Rps181",1.39638502752071e-116,1.00415757696215,0.988,0.593,2.43515584949337e-112,"Smgc+ (Egr1+)","Rps18"
"Zfp36",3.79993753093178e-116,1.44933058292281,0.638,0.172,6.62671106019193e-112,"Smgc+ (Egr1+)","Zfp36"
"Rpl31",1.5527988132347e-115,1.04415077599722,0.926,0.396,2.7079258504e-111,"Smgc+ (Egr1+)","Rpl31"
"Rps17",1.15965769293021e-114,1.04193251879663,0.948,0.463,2.02232705070099e-110,"Smgc+ (Egr1+)","Rps17"
"Rps81",2.57851198646587e-113,0.941336935490324,0.994,0.732,4.49666705319783e-109,"Smgc+ (Egr1+)","Rps8"
"Junb",2.62447739373404e-113,1.30721918038826,0.862,0.346,4.57682612693279e-109,"Smgc+ (Egr1+)","Junb"
"Rps141",3.31860432039339e-112,0.900323983131095,0.991,0.797,5.78731407433403e-108,"Smgc+ (Egr1+)","Rps14"
"Ier21",6.57546131377249e-110,1.57502272608312,0.776,0.297,1.14669469850878e-105,"Smgc+ (Egr1+)","Ier2"
"Glul",2.12488124680933e-108,1.24492279675711,0.66,0.188,3.70558040631079e-104,"Smgc+ (Egr1+)","Glul"
"Klf61",5.25384510021966e-108,1.2291732482469,0.715,0.223,9.16218047027306e-104,"Smgc+ (Egr1+)","Klf6"
"Rpl37a",3.04646870106296e-107,0.915951781031288,0.991,0.664,5.3127367677837e-103,"Smgc+ (Egr1+)","Rpl37a"
"Sdc4",3.88994351364595e-107,1.29871976746751,0.592,0.156,6.78367249344718e-103,"Smgc+ (Egr1+)","Sdc4"
"Rexo21",3.95196928495784e-107,1.13286542890755,0.653,0.19,6.89183923603797e-103,"Smgc+ (Egr1+)","Rexo2"
"Fgg",1.55903927842211e-105,0.807842359863889,0.135,0.007,2.71880859764032e-101,"Smgc+ (Egr1+)","Fgg"
"Rps15a1",2.1925716440827e-104,0.941163432558108,0.963,0.581,3.82362569011583e-100,"Smgc+ (Egr1+)","Rps15a"
"Gdpd1",2.8810251978306e-103,0.989757272342514,0.374,0.065,5.02421984249679e-99,"Smgc+ (Egr1+)","Gdpd1"
"Rpl171",3.25116202692059e-103,0.929311222425774,0.979,0.589,5.66970145874682e-99,"Smgc+ (Egr1+)","Rpl17"
"Rpl37",4.77130545663068e-103,0.914705408709014,0.985,0.643,8.32067958581824e-99,"Smgc+ (Egr1+)","Rpl37"
"mt-Nd1",2.17218694985906e-102,0.942025539848359,1,0.627,3.78807682185922e-98,"Smgc+ (Egr1+)","mt-Nd1"
"Rpl321",5.10464004593602e-102,0.841202632813689,0.988,0.819,8.90198177610782e-98,"Smgc+ (Egr1+)","Rpl32"
"Cd1641",2.79495198086195e-101,1.13785999314929,0.564,0.151,4.87411675942516e-97,"Smgc+ (Egr1+)","Cd164"
"Gstt31",6.64936456682048e-101,1.01563339722337,0.39,0.072,1.15958268680782e-96,"Smgc+ (Egr1+)","Gstt3"
"Rps27a1",1.38178182334028e-100,0.861534163661707,0.994,0.715,2.40968932172311e-96,"Smgc+ (Egr1+)","Rps27a"
"Mif1",1.62064435565089e-100,1.05149643966407,0.899,0.427,2.82624169181959e-96,"Smgc+ (Egr1+)","Mif"
"Sox9",1.01019263562555e-99,1.16718238286691,0.497,0.115,1.76167493726739e-95,"Smgc+ (Egr1+)","Sox9"
"Krt182",3.60115781025675e-99,1.06296987478131,0.96,0.547,6.28005910530674e-95,"Smgc+ (Egr1+)","Krt18"
"Cp",7.24420190028848e-98,0.868915589703667,0.172,0.014,1.26331636939131e-93,"Smgc+ (Egr1+)","Cp"
"Rpl24",7.70875819169327e-98,0.939876828787522,0.89,0.387,1.34433034104939e-93,"Smgc+ (Egr1+)","Rpl24"
"Krt81",8.78846043211824e-96,1.10562862781,0.856,0.356,1.5326196147571e-91,"Smgc+ (Egr1+)","Krt8"
"Rpl36a1",1.70359107813477e-92,0.91462545157262,0.929,0.473,2.97089248115922e-88,"Smgc+ (Egr1+)","Rpl36a"
"Rps27l1",7.00288161859438e-92,0.991013413716516,0.88,0.457,1.22123252546667e-87,"Smgc+ (Egr1+)","Rps27l"
"Atf31",1.3634456056138e-91,1.25911036847327,0.776,0.326,2.37771279162991e-87,"Smgc+ (Egr1+)","Atf3"
"Tmem56",4.92109009566231e-91,0.660590870337172,0.178,0.017,8.5818890178255e-87,"Smgc+ (Egr1+)","Tmem56"
"Actg11",6.09608814284098e-91,1.04199154142497,0.969,0.709,1.06309681123004e-86,"Smgc+ (Egr1+)","Actg1"
"Csrp1",6.32762992644525e-91,1.09056965691406,0.454,0.104,1.10347538287279e-86,"Smgc+ (Egr1+)","Csrp1"
"Jun1",8.76062962846632e-88,1.1224438522579,0.84,0.395,1.52776620090824e-83,"Smgc+ (Egr1+)","Jun"
"A630073D07Rik2",4.62847845177194e-87,1.45755419405978,0.715,0.275,8.07160357204509e-83,"Smgc+ (Egr1+)","A630073D07Rik"
"Tspan13",2.25639678613948e-83,1.07100492330338,0.635,0.22,3.93493035534865e-79,"Smgc+ (Egr1+)","Tspan13"
"Tmsb4x",2.42850238435493e-83,0.68032659502559,1,0.814,4.23506530807657e-79,"Smgc+ (Egr1+)","Tmsb4x"
"Dusp6",7.59585187361531e-83,0.911305934597301,0.316,0.057,1.32464060823977e-78,"Smgc+ (Egr1+)","Dusp6"
"Rpl10a1",1.02537878699684e-82,0.840790744036365,0.942,0.588,1.78815806664379e-78,"Smgc+ (Egr1+)","Rpl10a"
"Hsp90ab11",1.38483689575694e-82,0.930172107330771,0.951,0.621,2.41501706251052e-78,"Smgc+ (Egr1+)","Hsp90ab1"
"Spint2",5.40586709883117e-81,0.873279395389991,0.752,0.284,9.42729163365168e-77,"Smgc+ (Egr1+)","Spint2"
"Cd9",1.21336071381859e-80,0.893669767075017,0.81,0.333,2.11597974882824e-76,"Smgc+ (Egr1+)","Cd9"
"Rpl111",2.45666909890402e-80,0.756332832333718,0.969,0.687,4.28418524157871e-76,"Smgc+ (Egr1+)","Rpl11"
"Chka1",1.15627345145746e-79,1.34558166502076,0.506,0.147,2.01642527199666e-75,"Smgc+ (Egr1+)","Chka"
"Rpl391",2.03920451651604e-79,0.762555840628092,0.957,0.551,3.55616875635232e-75,"Smgc+ (Egr1+)","Rpl39"
"Wbp5",1.29172916406266e-78,1.01827314925818,0.776,0.34,2.25264648920888e-74,"Smgc+ (Egr1+)","Wbp5"
"Rpl18a1",9.29317802050107e-78,0.670029757358958,0.991,0.769,1.62063731499518e-73,"Smgc+ (Egr1+)","Rpl18a"
"Rpl181",9.71062293399009e-78,0.809453817555162,0.936,0.571,1.69343553345853e-73,"Smgc+ (Egr1+)","Rpl18"
"Ghr",3.77659668236689e-77,0.807878429144604,0.261,0.041,6.58600695437961e-73,"Smgc+ (Egr1+)","Ghr"
"Aldh3a1",2.18892626145677e-76,0.549406337392167,0.138,0.012,3.81726850735445e-72,"Smgc+ (Egr1+)","Aldh3a1"
"H2afj1",3.76572335043584e-76,0.935946014638017,0.745,0.317,6.56704495082506e-72,"Smgc+ (Egr1+)","H2afj"
"mt-Nd4",4.16780570336425e-76,0.724161487560477,0.991,0.677,7.26823636609691e-72,"Smgc+ (Egr1+)","mt-Nd4"
"Hspa8",2.10174079426885e-75,0.756519219341257,0.911,0.487,3.66522577112545e-71,"Smgc+ (Egr1+)","Hspa8"
"Rps71",2.45109084434074e-75,0.769838586224758,0.954,0.612,4.27445732344581e-71,"Smgc+ (Egr1+)","Rps7"
"5330417C22Rik1",3.41260442836301e-75,0.836400391427683,0.279,0.05,5.95124086262226e-71,"Smgc+ (Egr1+)","5330417C22Rik"
"Fbp21",1.30747884466549e-74,0.831874962054312,0.273,0.048,2.28011235721214e-70,"Smgc+ (Egr1+)","Fbp2"
"Cox7b",2.46181025480549e-74,0.788032930033244,0.902,0.515,4.2931509033553e-70,"Smgc+ (Egr1+)","Cox7b"
"mt-Cytb",2.65176090911296e-74,0.670345855288801,1,0.852,4.62440584940209e-70,"Smgc+ (Egr1+)","mt-Cytb"
"Homer2",1.08983197003377e-73,0.830455891622919,0.298,0.056,1.90055797254189e-69,"Smgc+ (Egr1+)","Homer2"
"Rps27",2.1099665092304e-73,0.597158949191677,0.979,0.587,3.67957059544689e-69,"Smgc+ (Egr1+)","Rps27"
"Neat12",6.32304032223893e-73,0.805276475422775,0.678,0.245,1.10267500179525e-68,"Smgc+ (Egr1+)","Neat1"
